NAME,CBSA,GEOID,year,geoyearID,total,child,taxbase,O65,Pchild,Ptaxbase,PO65,homevalue,State,MetroMicro,CBSAFIPS,popdensity,O65popdensity,tbpopdensity,childpopdensity
"Columbus, OH","Columbus, OH Metro Area",310M200US18140,2015,310M200US181402015,2021632,484202,1289764,247666,24.0,63.8,12.3,166600, OH, Metro,18140,421.4760983113774,51.63417445132724,268.89399181575845,100.94793204429172
"Columbus, OH","Columbus, OH Metro Area",310M300US18140,2016,310M300US181402016,2041520,488598,1296276,256646,23.9,63.5,12.6,172200, OH, Metro,18140,425.6224101244159,53.50635265331265,270.2516337368418,101.86442373426142
"Columbus, OH","Columbus, OH Metro Area",310M300US18140,2017,310M300US181402017,2078725,492235,1317915,268575,23.7,63.4,12.9,182300, OH, Metro,18140,433.379023710704,55.993347505371,274.7629994509579,102.6226767543751
"Columbus, OH","Columbus, OH Metro Area",310M400US18140,2018,310M400US181402018,2106541,494992,1332587,278962,23.5,63.3,13.2,196700, OH, Metro,18140,439.17818950874704,58.15886142341359,277.8218634353154,103.19746465001806
"Columbus, OH","Columbus, OH Metro Area",310M500US18140,2019,310M500US181402019,2122271,495264,1338654,288353,23.3,63.1,13.6,212600, OH, Metro,18140,442.4576286086613,60.11672617785067,279.08673037868346,103.2541720521272
"Concord, NH","Concord, NH Micro Area",310M100US18180,2010,310M100US181802010,146400,31566,94735,20099,21.6,64.7,13.7,234700, NH, Micro,18180,156.93392343832437,21.54518392887214,101.55147019760696,33.83726931184526
"Concord, NH","Concord, NH Micro Area",310M100US18180,2011,310M100US181802011,146579,31179,94877,20523,21.3,64.7,14.0,230400, NH, Micro,18180,157.12580303050646,21.99969201314707,101.7036875277179,33.422423489641496
"Concord, NH","Concord, NH Micro Area",310M100US18180,2012,310M100US181802012,146761,30127,94667,21967,20.5,64.5,15.0,226100, NH, Micro,18180,157.32089848177543,23.547592186951306,101.47857739163834,32.29472890318578
"Concord, NH","Concord, NH Micro Area",310M200US18180,2013,310M200US181802013,146849,29629,94800,22420,20.2,64.6,15.3,217500, NH, Micro,18180,157.41523034832304,24.033186909065794,101.62114714448873,31.76089629476853
"Concord, NH","Concord, NH Micro Area",310M200US18180,2014,310M200US181802014,147171,29244,94447,23480,19.9,64.2,16.0,224400, NH, Micro,18180,157.76039922364504,25.169457119753115,101.24274772526927,31.34819437862266
"Concord, NH","Concord, NH Micro Area",310M200US18180,2015,310M200US181802015,147994,28846,94687,24461,19.5,64.0,16.5,220400, NH, Micro,18180,158.64261656647113,26.22104304115336,101.50001645221734,30.92155707310044
"Concord, NH","Concord, NH Micro Area",310M300US18180,2016,310M300US181802016,148582,28853,93673,26056,19.4,63.0,17.5,231100, NH, Micro,18180,159.27292494749392,27.930808122329093,100.41305608086174,30.929060744303094
"Concord, NH","Concord, NH Micro Area",310M300US18180,2017,310M300US181802017,149216,28714,93762,26740,19.2,62.8,17.9,231500, NH, Micro,18180,159.9525431678484,28.664023994131103,100.50845990043831,30.780059273279
"Concord, NH","Concord, NH Micro Area",310M400US18180,2018,310M400US181802018,151132,28595,94114,28423,18.9,62.3,18.8,239100, NH, Micro,18180,162.0064051713172,30.468120941854462,100.88578736662882,30.652496862833914
"Concord, NH","Concord, NH Micro Area",310M500US18180,2019,310M500US181802019,151391,29039,94256,28096,19.2,62.3,18.6,252300, NH, Micro,18180,162.2840410058153,30.117592301387713,101.03800469673976,31.12844400768785
"Cookeville, TN","Cookeville, TN Micro Area",310M100US18260,2010,310M100US182602010,105761,22061,66366,17334,20.9,62.8,16.4,117400, TN, Micro,18260,92.51210073389201,15.162533959789377,58.052193883430355,19.29737289067229
"Cookeville, TN","Cookeville, TN Micro Area",310M100US18260,2011,310M100US182602011,107036,24066,66643,16327,22.5,62.3,15.3,124700, TN, Micro,18260,93.62737884619912,14.281682933049565,58.294493520378644,21.05120239277092
"Cookeville, TN","Cookeville, TN Micro Area",310M100US18260,2012,310M100US182602012,105893,23394,65317,17182,22.1,61.7,16.2,117200, TN, Micro,18260,92.62756482081322,15.029575314243745,57.13460428357925,20.463385222990233
"Cookeville, TN","Cookeville, TN Micro Area",310M200US18260,2013,310M200US182602013,107526,22901,67279,17346,21.3,62.6,16.1,129800, TN, Micro,18260,94.05599553249755,15.173030694964032,58.85082048463537,20.03214435289815
"Cookeville, TN","Cookeville, TN Micro Area",310M200US18260,2014,310M200US182602014,108189,22591,66752,18846,20.9,61.7,17.4,129800, TN, Micro,18260,94.63594015089724,16.485122591795925,58.38983886488176,19.760978694219556
"Cookeville, TN","Cookeville, TN Micro Area",310M200US18260,2015,310M200US182602015,107851,22302,66511,19038,20.7,61.7,17.7,143700, TN, Micro,18260,94.34028211014446,16.653070354590408,58.17902943345744,19.508182322096612
"Cookeville, TN","Cookeville, TN Micro Area",310M300US18260,2016,310M300US182602016,110925,23924,66952,20049,21.6,60.4,18.1,146500, TN, Micro,18260,97.02919577071862,17.537420293055106,58.564784451126016,20.9269910265375
"Cookeville, TN","Cookeville, TN Micro Area",310M300US18260,2017,310M300US182602017,111571,23192,67831,20548,20.8,60.8,18.4,152300, TN, Micro,18260,97.59427001428756,17.973909530734517,59.3336703026695,20.286690180883536
"Cookeville, TN","Cookeville, TN Micro Area",310M400US18260,2018,310M400US182602018,111825,23455,68837,19533,21.0,61.6,17.5,152500, TN, Micro,18260,97.81645090881776,17.086060680544936,60.213646601478096,20.516743626794728
"Cookeville, TN","Cookeville, TN Micro Area",310M500US18260,2019,310M500US182602019,115274,23277,71619,20378,20.2,62.1,17.7,165400, TN, Micro,18260,100.8333875435999,17.825205782426902,62.64713970613565,20.361042055037345
"Coos Bay, OR","Coos Bay, OR Micro Area",310M100US18300,2010,310M100US183002010,63025,12020,37759,13246,19.1,59.9,21.0,192100, OR, Micro,18300,39.48782214739926,8.299177979602547,23.657606925246306,7.5310372425504015
"Coos Bay, OR","Coos Bay, OR Micro Area",310M100US18300,2011,310M100US183002011,62791,11772,37588,13431,18.7,59.9,21.4,177000, OR, Micro,18300,39.341211272627476,8.415088286580236,23.550468209066928,7.375654776980309
"Coos Bay, OR","Coos Bay, OR Micro Area",310M100US18300,2012,310M100US183002012,62534,11978,36325,14231,19.2,58.1,22.8,162400, OR, Micro,18300,39.18018992725847,8.916322046483756,22.759145410619244,7.504722470155467
