,CBSA,GEOID,total,mtotal,ftotal,mschool,fschool,tschool,m18_20s,f18_20s,t18_20s,m30s,f30s,t30s,m40s,f40s,t40s,m50_65,f50_65,t50_65,mo65,fo65,to65,Pmschool,Pfschool,Ptschool,Pm18_20s,Pf18_20s,Pt18_20s,Pm30s,Pf30s,Pt30s,Pm40s,Pf40s,Pt40s,Pm50_65,Pf50_65,Pt50_65,Pmo65,Pfo65,Pto65,Name,State,Area,ID,CBSAFIPS
833,"Montgomery, AL Metro Area",310M500US33860,373544,178030,195514,31957,31275,63232,31088,31840,62928,23334,25150,48484,22402,25552,47954,33342,38392,71734,23667,31632,55299,8.6,8.4,16.9,8.3,8.5,16.8,6.2,6.7,13.0,6.0,6.8,12.8,8.9,10.3,19.2,6.3,8.5,14.8,Montgomery, AL,Metro Area,33860,33860
834,"Montrose, CO Micro Area",310M500US33940,46482,22963,23519,3738,3564,7302,2704,2517,5221,2469,2437,4906,2657,2643,5300,4880,5368,10248,5185,5780,10965,8.0,7.7,15.7,5.8,5.4,11.2,5.3,5.2,10.6,5.7,5.7,11.4,10.5,11.5,22.0,11.2,12.4,23.6,Montrose, CO,Micro Area,33940,33940
835,"Morehead City, NC Micro Area",310M500US33980,69070,33874,35196,4886,4468,9354,4177,3782,7959,3396,3419,6815,4394,4432,8826,7727,8729,16456,7779,8964,16743,7.1,6.5,13.5,6.0,5.5,11.5,4.9,5.0,9.9,6.4,6.4,12.8,11.2,12.6,23.8,11.3,13.0,24.2,Morehead City, NC,Micro Area,33980,33980
836,"Mount Vernon, OH Micro Area",310M500US34540,61481,29878,31603,5256,5130,10386,5085,5390,10475,3081,3544,6625,3625,3313,6938,6117,6389,12506,4890,6016,10906,8.5,8.3,16.9,8.3,8.8,17.0,5.0,5.8,10.8,5.9,5.4,11.3,9.9,10.4,20.3,8.0,9.8,17.7,Mount Vernon, OH,Micro Area,34540,34540
837,"Mount Vernon-Anacortes, WA Metro Area",310M500US34580,125612,62106,63506,10147,9891,20038,9134,8679,17813,7859,7291,15150,7021,7308,14329,12218,13032,25250,11823,13628,25451,8.1,7.9,16.0,7.3,6.9,14.2,6.3,5.8,12.1,5.6,5.8,11.4,9.7,10.4,20.1,9.4,10.8,20.3,Mount Vernon-Anacortes, WA,Metro Area,34580,34580
838,"Muncie, IN Metro Area",310M500US34620,115020,55549,59471,8141,7403,15544,14454,15332,29786,5389,5521,10910,6318,6673,12991,9982,10652,20634,8330,11054,19384,7.1,6.4,13.5,12.6,13.3,25.9,4.7,4.8,9.5,5.5,5.8,11.3,8.7,9.3,17.9,7.2,9.6,16.9,Muncie, IN,Metro Area,34620,34620
839,"Murray, KY Micro Area",310M500US34660,38837,18835,20002,2531,2530,5061,4916,5108,10024,2041,2370,4411,2159,1745,3904,3295,3628,6923,2940,3596,6536,6.5,6.5,13.0,12.7,13.2,25.8,5.3,6.1,11.4,5.6,4.5,10.1,8.5,9.3,17.8,7.6,9.3,16.8,Murray, KY,Micro Area,34660,34660
840,"Muscatine, IA Micro Area",310M500US34700,42889,21323,21566,3974,3996,7970,3207,3066,6273,2915,2646,5561,2374,2669,5043,4363,4041,8404,3104,3804,6908,9.3,9.3,18.6,7.5,7.1,14.6,6.8,6.2,13.0,5.5,6.2,11.8,10.2,9.4,19.6,7.2,8.9,16.1,Muscatine, IA,Micro Area,34700,34700
841,"Muskegon, MI Metro Area",310M500US34740,173297,86161,87136,15098,14603,29701,13607,12544,26151,10915,10649,21564,10641,9938,20579,17774,18372,36146,12706,15835,28541,8.7,8.4,17.1,7.9,7.2,15.1,6.3,6.1,12.4,6.1,5.7,11.9,10.3,10.6,20.9,7.3,9.1,16.5,Muskegon, MI,Metro Area,34740,34740
842,"Muskogee, OK Micro Area",310M500US34780,68736,33515,35221,6261,5985,12246,5481,5211,10692,4109,4490,8599,4105,4148,8253,6313,6756,13069,4922,6375,11297,9.1,8.7,17.8,8.0,7.6,15.6,6.0,6.5,12.5,6.0,6.0,12.0,9.2,9.8,19.0,7.2,9.3,16.4,Muskogee, OK,Micro Area,34780,34780
843,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC Metro Area",310M500US34820,463987,223694,240293,31027,29388,60415,29175,29580,58755,23479,24889,48368,26052,27198,53250,47719,57208,104927,55603,61552,117155,6.7,6.3,13.0,6.3,6.4,12.7,5.1,5.4,10.4,5.6,5.9,11.5,10.3,12.3,22.6,12.0,13.3,25.2,Myrtle Beach-Conway-North Myrtle Beach, SC,NC Metro Area,34820,34820
844,"Nacogdoches, TX Micro Area",310M500US34860,65339,31350,33989,5569,5337,10906,7800,8898,16698,3493,3575,7068,3006,3308,6314,5152,5646,10798,4146,5140,9286,8.5,8.2,16.7,11.9,13.6,25.6,5.3,5.5,10.8,4.6,5.1,9.7,7.9,8.6,16.5,6.3,7.9,14.2,Nacogdoches, TX,Micro Area,34860,34860
845,"Napa, CA Metro Area",310M500US34900,139623,69603,70020,11422,10726,22148,10522,10146,20668,9034,8558,17592,8958,9020,17978,13961,14255,28216,12026,13942,25968,8.2,7.7,15.9,7.5,7.3,14.8,6.5,6.1,12.6,6.4,6.5,12.9,10.0,10.2,20.2,8.6,10.0,18.6,Napa, CA,Metro Area,34900,34900
846,"Naples-Marco Island, FL Metro Area",310M500US34940,371453,182946,188507,24457,23454,47911,22443,20080,42523,18695,16940,35635,19162,20045,39207,34040,38257,72297,55598,61599,117197,6.6,6.3,12.9,6.0,5.4,11.4,5.0,4.6,9.6,5.2,5.4,10.6,9.2,10.3,19.5,15.0,16.6,31.6,Naples-Marco Island, FL,Metro Area,34940,34940
847,"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",310M500US34980,1871903,913820,958083,161123,155127,316250,159143,161976,321119,132913,138572,271485,123586,125096,248682,169085,183155,352240,106323,135902,242225,8.6,8.3,16.9,8.5,8.7,17.2,7.1,7.4,14.5,6.6,6.7,13.3,9.0,9.8,18.8,5.7,7.3,12.9,Nashville-Davidson--Murfreesboro--Franklin, TN,Metro Area,34980,34980
848,"Morgan City, LA Micro Area",310M500US34020,50968,25211,25757,4568,4263,8831,3926,3841,7767,2836,3175,6011,3179,2977,6156,5106,5392,10498,3754,4439,8193,9.0,8.4,17.3,7.7,7.5,15.2,5.6,6.2,11.8,6.2,5.8,12.1,10.0,10.6,20.6,7.4,8.7,16.1,Morgan City, LA,Micro Area,34020,34020
849,"Morgantown, WV Metro Area",310M500US34060,139157,71763,67394,8649,8116,16765,19889,17211,37100,10523,8759,19282,8128,7583,15711,12002,11880,23882,8865,10521,19386,6.2,5.8,12.0,14.3,12.4,26.7,7.6,6.3,13.9,5.8,5.4,11.3,8.6,8.5,17.2,6.4,7.6,13.9,Morgantown, WV,Metro Area,34060,34060
850,"Morristown, TN Metro Area",310M500US34100,140912,69374,71538,11550,11185,22735,10373,9733,20106,7837,7573,15410,9199,9341,18540,14434,15412,29846,12033,14627,26660,8.2,7.9,16.1,7.4,6.9,14.3,5.6,5.4,10.9,6.5,6.6,13.2,10.2,10.9,21.2,8.5,10.4,18.9,Morristown, TN,Metro Area,34100,34100
851,"Moscow, ID Micro Area",310M500US34140,39505,20254,19251,2761,2603,5364,6980,6028,13008,2439,1980,4419,1525,1833,3358,3044,3146,6190,2503,2646,5149,7.0,6.6,13.6,17.7,15.3,32.9,6.2,5.0,11.2,3.9,4.6,8.5,7.7,8.0,15.7,6.3,6.7,13.0,Moscow, ID,Micro Area,34140,34140
852,"Moses Lake, WA Micro Area",310M500US34180,95502,48538,46964,10499,10072,20571,8440,7532,15972,6404,5823,12227,5189,5256,10445,8009,7704,15713,6191,6691,12882,11.0,10.5,21.5,8.8,7.9,16.7,6.7,6.1,12.8,5.4,5.5,10.9,8.4,8.1,16.5,6.5,7.0,13.5,Moses Lake, WA,Micro Area,34180,34180
853,"Moultrie, GA Micro Area",310M500US34220,45486,22504,22982,4634,4158,8792,3641,3335,6976,3058,3135,6193,2713,2612,5325,3874,4270,8144,2994,3943,6937,10.2,9.1,19.3,8.0,7.3,15.3,6.7,6.9,13.6,6.0,5.7,11.7,8.5,9.4,17.9,6.6,8.7,15.3,Moultrie, GA,Micro Area,34220,34220
854,"Mountain Home, AR Micro Area",310M500US34260,41427,20099,21328,2877,2654,5531,2271,2105,4376,1864,1897,3761,2065,2201,4266,4126,4852,8978,5989,6790,12779,6.9,6.4,13.4,5.5,5.1,10.6,4.5,4.6,9.1,5.0,5.3,10.3,10.0,11.7,21.7,14.5,16.4,30.8,Mountain Home, AR,Micro Area,34260,34260
855,"Mountain Home, ID Micro Area",310M500US34300,26743,14059,12684,2372,2226,4598,3285,2362,5647,2000,1562,3562,1339,1305,2644,2252,2447,4699,1736,1744,3480,8.9,8.3,17.2,12.3,8.8,21.1,7.5,5.8,13.3,5.0,4.9,9.9,8.4,9.2,17.6,6.5,6.5,13.0,Mountain Home, ID,Micro Area,34300,34300
856,"Mount Airy, NC Micro Area",310M500US34340,71971,34908,37063,5801,5912,11713,5097,4702,9799,3519,3635,7154,4783,4979,9762,7490,7896,15386,6351,8125,14476,8.1,8.2,16.3,7.1,6.5,13.6,4.9,5.1,9.9,6.6,6.9,13.6,10.4,11.0,21.4,8.8,11.3,20.1,Mount Airy, NC,Micro Area,34340,34340
857,"Mount Gay-Shamrock, WV Micro Area",310M500US34350,33154,16437,16717,2529,2380,4909,2291,2009,4300,1834,1813,3647,2424,2291,4715,3585,3688,7273,2847,3583,6430,7.6,7.2,14.8,6.9,6.1,13.0,5.5,5.5,11.0,7.3,6.9,14.2,10.8,11.1,21.9,8.6,10.8,19.4,Mount Gay-Shamrock, WV,Micro Area,34350,34350
858,"Mount Pleasant, MI Micro Area",310M500US34380,70688,34337,36351,4568,4406,8974,11765,12983,24748,3701,3451,7152,3335,3283,6618,5517,5775,11292,3837,4769,8606,6.5,6.2,12.7,16.6,18.4,35.0,5.2,4.9,10.1,4.7,4.6,9.4,7.8,8.2,16.0,5.4,6.7,12.2,Mount Pleasant, MI,Micro Area,34380,34380
859,"Mount Pleasant, TX Micro Area",310M500US34420,45518,22332,23186,4764,4662,9426,3502,3720,7222,2449,2779,5228,2744,2594,5338,3854,4107,7961,3197,3742,6939,10.5,10.2,20.7,7.7,8.2,15.9,5.4,6.1,11.5,6.0,5.7,11.7,8.5,9.0,17.5,7.0,8.2,15.2,Mount Pleasant, TX,Micro Area,34420,34420
860,"Mount Sterling, KY Micro Area",310M500US34460,46682,23293,23389,4297,3887,8184,3355,3178,6533,2682,2556,5238,3123,3299,6422,4665,4901,9566,3455,4240,7695,9.2,8.3,17.5,7.2,6.8,14.0,5.7,5.5,11.2,6.7,7.1,13.8,10.0,10.5,20.5,7.4,9.1,16.5,Mount Sterling, KY,Micro Area,34460,34460
861,"Mount Vernon, IL Micro Area",310M500US34500,37985,19500,18485,3017,3022,6039,3053,2387,5440,2450,2201,4651,2656,2101,4757,3893,3728,7621,3192,3882,7074,7.9,8.0,15.9,8.0,6.3,14.3,6.4,5.8,12.2,7.0,5.5,12.5,10.2,9.8,20.1,8.4,10.2,18.6,Mount Vernon, IL,Micro Area,34500,34500
862,"Natchez, MS-LA Micro Area",310M500US35020,51044,26181,24863,4200,3848,8048,4342,3326,7668,4062,2600,6662,3028,2770,5798,5209,5454,10663,3834,5222,9056,8.2,7.5,15.8,8.5,6.5,15.0,8.0,5.1,13.1,5.9,5.4,11.4,10.2,10.7,20.9,7.5,10.2,17.7,Natchez, MS,LA Micro Area,35020,35020
863,"Natchitoches, LA Micro Area",310M500US35060,38769,18562,20207,3580,3205,6785,4165,4687,8852,1802,2057,3859,2014,2041,4055,3002,3505,6507,2749,3475,6224,9.2,8.3,17.5,10.7,12.1,22.8,4.6,5.3,10.0,5.2,5.3,10.5,7.7,9.0,16.8,7.1,9.0,16.1,Natchitoches, LA,Micro Area,35060,35060
864,"New Bern, NC Metro Area",310M500US35100,124786,62983,61803,9411,9309,18720,13572,9394,22966,7392,7005,14397,6299,6402,12701,11082,12493,23575,11353,13715,25068,7.5,7.5,15.0,10.9,7.5,18.4,5.9,5.6,11.5,5.0,5.1,10.2,8.9,10.0,18.9,9.1,11.0,20.1,New Bern, NC,Metro Area,35100,35100
865,"Newberry, SC Micro Area",310M500US35140,38194,18529,19665,2997,3102,6099,3177,2832,6009,1736,2096,3832,2415,2224,4639,3889,4144,8033,3213,4132,7345,7.8,8.1,16.0,8.3,7.4,15.7,4.5,5.5,10.0,6.3,5.8,12.1,10.2,10.8,21.0,8.4,10.8,19.2,Newberry, SC,Micro Area,35140,35140
866,"New Castle, IN Micro Area",310M500US35220,48255,25389,22866,3940,3539,7479,4213,2989,7202,3161,2417,5578,3446,2789,6235,5333,5039,10372,4030,4961,8991,8.2,7.3,15.5,8.7,6.2,14.9,6.6,5.0,11.6,7.1,5.8,12.9,11.1,10.4,21.5,8.4,10.3,18.6,New Castle, IN,Micro Area,35220,35220
867,"New Castle, PA Micro Area",310M500US35260,86727,41947,44780,6422,6350,12772,6146,5784,11930,4792,4702,9494,4786,5080,9866,9504,9984,19488,7987,10673,18660,7.4,7.3,14.7,7.1,6.7,13.8,5.5,5.4,10.9,5.5,5.9,11.4,11.0,11.5,22.5,9.2,12.3,21.5,New Castle, PA,Micro Area,35260,35260
868,"New Haven-Milford, CT Metro Area",310M500US35300,857513,413519,443994,66552,63779,130331,72205,71408,143613,52400,54902,107302,50854,55119,105973,86382,93668,180050,62169,83572,145741,7.8,7.4,15.2,8.4,8.3,16.7,6.1,6.4,12.5,5.9,6.4,12.4,10.1,10.9,21.0,7.2,9.7,17.0,New Haven-Milford, CT,Metro Area,35300,35300
869,"New Orleans-Metairie, LA Metro Area",310M500US35380,1267777,612116,655661,103557,100414,203971,97352,100737,198089,88710,93465,182175,73569,79563,153132,123284,134156,257440,85048,108918,193966,8.2,7.9,16.1,7.7,7.9,15.6,7.0,7.4,14.4,5.8,6.3,12.1,9.7,10.6,20.3,6.7,8.6,15.3,New Orleans-Metairie, LA,Metro Area,35380,35380
870,"New Philadelphia-Dover, OH Micro Area",310M500US35420,92335,45476,46859,7823,7510,15333,6379,6271,12650,6018,5310,11328,5003,5263,10266,9531,9706,19237,7783,9971,17754,8.5,8.1,16.6,6.9,6.8,13.7,6.5,5.8,12.3,5.4,5.7,11.1,10.3,10.5,20.8,8.4,10.8,19.2,New Philadelphia-Dover, OH,Micro Area,35420,35420
871,"Newport, OR Micro Area",310M500US35440,48547,23393,25154,3066,2969,6035,2675,2510,5185,2329,2403,4732,2317,2706,5023,5529,6334,11863,6357,7177,13534,6.3,6.1,12.4,5.5,5.2,10.7,4.8,4.9,9.7,4.8,5.6,10.3,11.4,13.0,24.4,13.1,14.8,27.9,Newport, OR,Micro Area,35440,35440
872,"Newport, TN Micro Area",310M500US35460,35552,17255,18297,2777,2535,5312,2280,2392,4672,1589,1709,3298,2272,2499,4771,3831,4257,8088,3534,3879,7413,7.8,7.1,14.9,6.4,6.7,13.1,4.5,4.8,9.3,6.4,7.0,13.4,10.8,12.0,22.7,9.9,10.9,20.9,Newport, TN,Micro Area,35460,35460
873,"New Ulm, MN Micro Area",310M500US35580,25163,12610,12553,2173,1899,4072,1822,1809,3631,1441,1312,2753,1422,1303,2725,2637,2712,5349,2364,2879,5243,8.6,7.5,16.2,7.2,7.2,14.4,5.7,5.2,10.9,5.7,5.2,10.8,10.5,10.8,21.3,9.4,11.4,20.8,New Ulm, MN,Micro Area,35580,35580
874,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",310M500US35620,19294236,9327459,9966777,1527231,1461630,2988861,1562139,1570044,3132183,1328157,1357694,2685851,1225912,1289471,2515383,1823661,1990128,3813789,1258480,1721943,2980423,7.9,7.6,15.5,8.1,8.1,16.2,6.9,7.0,13.9,6.4,6.7,13.0,9.5,10.3,19.8,6.5,8.9,15.4,New York-Newark-Jersey City, NY,NJ-PA Metro Area,35620,35620
875,"Niles, MI Metro Area",310M500US35660,154133,75425,78708,12724,12148,24872,11217,10702,21919,8913,8992,17905,8811,9037,17848,16021,16867,32888,13197,16547,29744,8.3,7.9,16.1,7.3,6.9,14.2,5.8,5.8,11.6,5.7,5.9,11.6,10.4,10.9,21.3,8.6,10.7,19.3,Niles, MI,Metro Area,35660,35660
876,"Nogales, AZ Micro Area",310M500US35700,46480,22271,24209,4662,4737,9399,3638,3429,7067,2541,2819,5360,2211,2650,4861,3920,4525,8445,3688,4349,8037,10.0,10.2,20.2,7.8,7.4,15.2,5.5,6.1,11.5,4.8,5.7,10.5,8.4,9.7,18.2,7.9,9.4,17.3,Nogales, AZ,Micro Area,35700,35700
877,"Norfolk, NE Micro Area",310M500US35740,48181,23986,24195,4416,4270,8686,3720,3472,7192,3068,2904,5972,2598,2540,5138,4984,4945,9929,3536,4311,7847,9.2,8.9,18.0,7.7,7.2,14.9,6.4,6.0,12.4,5.4,5.3,10.7,10.3,10.3,20.6,7.3,8.9,16.3,Norfolk, NE,Micro Area,35740,35740
878,"North Platte, NE Micro Area",310M500US35820,36585,18007,18578,3253,3289,6542,2403,2215,4618,2270,2256,4526,2283,2184,4467,3593,3745,7338,3122,3843,6965,8.9,9.0,17.9,6.6,6.1,12.6,6.2,6.2,12.4,6.2,6.0,12.2,9.8,10.2,20.1,8.5,10.5,19.0,North Platte, NE,Micro Area,35820,35820
879,"North Port-Sarasota-Bradenton, FL Metro Area",310M500US35840,803709,385875,417834,50348,48055,98403,45266,43583,88849,36750,37399,74149,39657,42851,82508,79442,92158,171600,117403,137483,254886,6.3,6.0,12.2,5.6,5.4,11.1,4.6,4.7,9.2,4.9,5.3,10.3,9.9,11.5,21.4,14.6,17.1,31.7,North Port-Sarasota-Bradenton, FL,Metro Area,35840,35840
880,"North Vernon, IN Micro Area",310M500US35860,27710,13964,13746,2337,2347,4684,2085,1985,4070,1806,1636,3442,1755,1630,3385,3064,2919,5983,2015,2397,4412,8.4,8.5,16.9,7.5,7.2,14.7,6.5,5.9,12.4,6.3,5.9,12.2,11.1,10.5,21.6,7.3,8.7,15.9,North Vernon, IN,Micro Area,35860,35860
881,"Warrensburg, MO Micro Area",310M500US47660,53682,27503,26179,4191,3945,8136,8156,6806,14962,3514,3009,6523,2437,2841,5278,4320,4466,8786,3147,3434,6581,7.8,7.3,15.2,15.2,12.7,27.9,6.5,5.6,12.2,4.5,5.3,9.8,8.0,8.3,16.4,5.9,6.4,12.3,Warrensburg, MO,Micro Area,47660,47660
882,"Warsaw, IN Micro Area",310M500US47700,79035,39472,39563,7193,6757,13950,6253,5975,12228,5155,4576,9731,4550,4789,9339,7891,7946,15837,5845,6982,12827,9.1,8.5,17.7,7.9,7.6,15.5,6.5,5.8,12.3,5.8,6.1,11.8,10.0,10.1,20.0,7.4,8.8,16.2,Warsaw, IN,Micro Area,47700,47700
883,"Washington, IN Micro Area",310M500US47780,33120,16687,16433,3676,3423,7099,2562,2464,5026,2131,1740,3871,1631,1854,3485,3049,2961,6010,2265,2764,5029,11.1,10.3,21.4,7.7,7.4,15.2,6.4,5.3,11.7,4.9,5.6,10.5,9.2,8.9,18.1,6.8,8.3,15.2,Washington, IN,Micro Area,47780,47780
884,"Washington, NC Micro Area",310M500US47820,47168,22529,24639,3712,3558,7270,2812,2895,5707,2293,2456,4749,2656,3079,5735,4904,5452,10356,4910,6103,11013,7.9,7.5,15.4,6.0,6.1,12.1,4.9,5.2,10.1,5.6,6.5,12.2,10.4,11.6,22.0,10.4,12.9,23.3,Washington, NC,Micro Area,47820,47820
885,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",310M500US47900,6196585,3028975,3167610,522502,502002,1024504,497867,499779,997646,465320,479578,944898,419807,434938,854745,573572,612588,1186160,344219,441809,786028,8.4,8.1,16.5,8.0,8.1,16.1,7.5,7.7,15.2,6.8,7.0,13.8,9.3,9.9,19.1,5.6,7.1,12.7,Washington-Arlington-Alexandria, DC,VA-MD-WV Metro Area,47900,47900
886,"Washington Court House, OH Micro Area",310M500US47920,28620,13972,14648,2559,2467,5026,2045,1914,3959,1586,1610,3196,1833,2123,3956,2842,2939,5781,2198,2761,4959,8.9,8.6,17.6,7.1,6.7,13.8,5.5,5.6,11.2,6.4,7.4,13.8,9.9,10.3,20.2,7.7,9.6,17.3,Washington Court House, OH,Micro Area,47920,47920
887,"North Wilkesboro, NC Micro Area",310M500US35900,68469,33733,34736,5598,5070,10668,4516,4362,8878,3832,3565,7397,4242,4273,8515,7567,7650,15217,6358,8010,14368,8.2,7.4,15.6,6.6,6.4,13.0,5.6,5.2,10.8,6.2,6.2,12.4,11.1,11.2,22.2,9.3,11.7,21.0,North Wilkesboro, NC,Micro Area,35900,35900
888,"Norwalk, OH Micro Area",310M500US35940,58339,28847,29492,5408,5121,10529,4277,3975,8252,3386,3522,6908,3710,3345,7055,5863,6324,12187,4397,5349,9746,9.3,8.8,18.0,7.3,6.8,14.1,5.8,6.0,11.8,6.4,5.7,12.1,10.0,10.8,20.9,7.5,9.2,16.7,Norwalk, OH,Micro Area,35940,35940
889,"Norwich-New London, CT Metro Area",310M500US35980,267390,134037,133353,20001,19102,39103,25279,19721,45000,16139,16190,32329,15396,15785,31181,28976,30082,59058,21360,26061,47421,7.5,7.1,14.6,9.5,7.4,16.8,6.0,6.1,12.1,5.8,5.9,11.7,10.8,11.3,22.1,8.0,9.7,17.7,Norwich-New London, CT,Metro Area,35980,35980
890,"Oneonta, NY Micro Area",310M500US36580,59972,28923,31049,3621,3543,7164,6230,7082,13312,2812,2754,5566,3086,3192,6278,6135,6645,12780,5702,6631,12333,6.0,5.9,11.9,10.4,11.8,22.2,4.7,4.6,9.3,5.1,5.3,10.5,10.2,11.1,21.3,9.5,11.1,20.6,Oneonta, NY,Micro Area,36580,36580
891,"Ontario, OR-ID Micro Area",310M500US36620,53672,28095,25577,5179,5130,10309,4602,3583,8185,3601,2478,6079,3583,3209,6792,4890,4674,9564,4425,4736,9161,9.6,9.6,19.2,8.6,6.7,15.3,6.7,4.6,11.3,6.7,6.0,12.7,9.1,8.7,17.8,8.2,8.8,17.1,Ontario, OR,ID Micro Area,36620,36620
892,"Waterloo-Cedar Falls, IA Metro Area",310M500US47940,169556,83487,86069,13600,12934,26534,17268,17571,34839,10449,10169,20618,8964,8819,17783,15033,15702,30735,12743,15780,28523,8.0,7.6,15.6,10.2,10.4,20.5,6.2,6.0,12.2,5.3,5.2,10.5,8.9,9.3,18.1,7.5,9.3,16.8,Waterloo-Cedar Falls, IA,Metro Area,47940,47940
893,"Watertown, SD Micro Area",310M500US47980,34051,17208,16843,3226,3057,6283,2602,2419,5021,2155,1963,4118,2013,1846,3859,3409,3368,6777,2597,3101,5698,9.5,9.0,18.5,7.6,7.1,14.7,6.3,5.8,12.1,5.9,5.4,11.3,10.0,9.9,19.9,7.6,9.1,16.7,Watertown, SD,Micro Area,47980,47980
894,"Watertown-Fort Atkinson, WI Micro Area",310M500US48020,84701,42338,42363,7073,6742,13815,6528,6183,12711,5226,4990,10216,5589,5555,11144,9271,9325,18596,6417,7493,13910,8.4,8.0,16.3,7.7,7.3,15.0,6.2,5.9,12.1,6.6,6.6,13.2,10.9,11.0,22.0,7.6,8.8,16.4,Watertown-Fort Atkinson, WI,Micro Area,48020,48020
895,"Watertown-Fort Drum, NY Metro Area",310M500US48060,112842,59266,53576,9360,9004,18364,15016,9688,24704,8459,7050,15509,6131,5739,11870,9083,9471,18554,6690,8233,14923,8.3,8.0,16.3,13.3,8.6,21.9,7.5,6.2,13.7,5.4,5.1,10.5,8.0,8.4,16.4,5.9,7.3,13.2,Watertown-Fort Drum, NY,Metro Area,48060,48060
896,"Wauchula, FL Micro Area",310M500US48100,27131,14696,12435,2991,2363,5354,2729,1815,4544,2038,1476,3514,1492,1585,3077,2466,2134,4600,2036,2249,4285,11.0,8.7,19.7,10.1,6.7,16.7,7.5,5.4,13.0,5.5,5.8,11.3,9.1,7.9,17.0,7.5,8.3,15.8,Wauchula, FL,Micro Area,48100,48100
897,"Wausau-Weston, WI Metro Area",310M500US48140,163140,81938,81202,13855,13176,27031,11392,10460,21852,9860,9889,19749,10278,9607,19885,18373,18015,36388,13402,15585,28987,8.5,8.1,16.6,7.0,6.4,13.4,6.0,6.1,12.1,6.3,5.9,12.2,11.3,11.0,22.3,8.2,9.6,17.8,Wausau-Weston, WI,Metro Area,48140,48140
898,"Waycross, GA Micro Area",310M500US48180,54843,27620,27223,5119,4591,9710,4367,3700,8067,3413,3186,6599,3550,3369,6919,5418,5385,10803,3975,5267,9242,9.3,8.4,17.7,8.0,6.7,14.7,6.2,5.8,12.0,6.5,6.1,12.6,9.9,9.8,19.7,7.2,9.6,16.9,Waycross, GA,Micro Area,48180,48180
899,"Weatherford, OK Micro Area",310M500US48220,29152,14290,14862,2579,2654,5233,3435,3333,6768,1719,1753,3472,1414,1412,2826,2479,2330,4809,1679,2234,3913,8.8,9.1,18.0,11.8,11.4,23.2,5.9,6.0,11.9,4.9,4.8,9.7,8.5,8.0,16.5,5.8,7.7,13.4,Weatherford, OK,Micro Area,48220,48220
900,"Weirton-Steubenville, WV-OH Metro Area",310M500US48260,118213,57543,60670,8631,8043,16674,8589,8434,17023,5855,5782,11637,7259,7399,14658,12990,13821,26811,11291,14415,25706,7.3,6.8,14.1,7.3,7.1,14.4,5.0,4.9,9.8,6.1,6.3,12.4,11.0,11.7,22.7,9.6,12.2,21.7,Weirton-Steubenville, WV,OH Metro Area,48260,48260
901,"Wenatchee, WA Metro Area",310M500US48300,118252,59326,58926,11273,10403,21676,8923,7943,16866,7496,7054,14550,6404,6655,13059,11478,11808,23286,9944,11462,21406,9.5,8.8,18.3,7.5,6.7,14.3,6.3,6.0,12.3,5.4,5.6,11.0,9.7,10.0,19.7,8.4,9.7,18.1,Wenatchee, WA,Metro Area,48300,48300
902,"West Plains, MO Micro Area",310M500US48460,40104,19571,20533,3548,3469,7017,2838,2700,5538,2349,2205,4554,2157,2490,4647,3795,4119,7914,3527,4324,7851,8.8,8.7,17.5,7.1,6.7,13.8,5.9,5.5,11.4,5.4,6.2,11.6,9.5,10.3,19.7,8.8,10.8,19.6,West Plains, MO,Micro Area,48460,48460
903,"West Point, MS Micro Area",310M500US48500,19640,9144,10496,1694,1716,3410,1480,1571,3051,1131,1254,2385,1034,1171,2205,1803,2161,3964,1498,2009,3507,8.6,8.7,17.4,7.5,8.0,15.5,5.8,6.4,12.1,5.3,6.0,11.2,9.2,11.0,20.2,7.6,10.2,17.9,West Point, MS,Micro Area,48500,48500
904,"Wheeling, WV-OH Metro Area",310M500US48540,141475,70705,70770,10219,9774,19993,10697,9319,20016,8499,7546,16045,9168,8113,17281,15593,15991,31584,12892,16568,29460,7.2,6.9,14.1,7.6,6.6,14.1,6.0,5.3,11.3,6.5,5.7,12.2,11.0,11.3,22.3,9.1,11.7,20.8,Wheeling, WV,OH Metro Area,48540,48540
905,"Whitewater, WI Micro Area",310M500US48580,103074,51443,51631,8472,8031,16503,9548,9026,18574,5521,5628,11149,6123,5827,11950,10938,11075,22013,8107,9524,17631,8.2,7.8,16.0,9.3,8.8,18.0,5.4,5.5,10.8,5.9,5.7,11.6,10.6,10.7,21.4,7.9,9.2,17.1,Whitewater, WI,Micro Area,48580,48580
906,"Wichita, KS Metro Area",310M500US48620,637690,316050,321640,61392,59090,120482,53249,49954,103203,40817,41619,82436,37659,37176,74835,59050,61166,120216,41457,51340,92797,9.6,9.3,18.9,8.4,7.8,16.2,6.4,6.5,12.9,5.9,5.8,11.7,9.3,9.6,18.9,6.5,8.1,14.6,Wichita, KS,Metro Area,48620,48620
