CBSA,GEOID,total,child,taxbase,O65,Pchild,Ptaxbase,PO65,homevalue,O*total,O*child,O*taxbase,O*O65,O*Pchild,O*Ptaxbase,O*PO65,O*homevalue,Name,State,Area,CBSAFIPS,O65percchange,taxbasepercchange,childpercchange,totalpercchange,O65sharechange,taxbasesharechange,childsharechange,O65realchange,taxbaserealchange,childrealchange,totalrealchange,homepercchange,homerealchange
"North Vernon, IN Micro Area",310M500US35860,27710,6418,16880,4412,23.2,60.9,15.9,109800,28223,7149,17220,3854,25.3,61.0,13.7,91100,North Vernon, IN, Micro,35860,14.48,-1.97,-10.23,-1.82,2.200000000000001,-0.10000000000000142,-2.1000000000000014,558,-340,-731,-513,20.53,18700
"Warrensburg, MO Micro Area",310M500US47660,53682,11552,35549,6581,21.5,66.2,12.3,156500,53879,12010,35835,6034,22.3,66.5,11.2,142400,Warrensburg, MO, Micro,47660,9.07,-0.8,-3.81,-0.37,1.1000000000000014,-0.29999999999999716,-0.8000000000000007,547,-286,-458,-197,9.9,14100
"Warsaw, IN Micro Area",310M500US47700,79035,19073,47135,12827,24.1,59.6,16.2,150000,77790,19498,47295,10997,25.1,60.8,14.1,132000,Warsaw, IN, Micro,47700,16.64,-0.34,-2.18,1.6,2.0999999999999996,-1.1999999999999957,-1.0,1830,-160,-425,1245,13.64,18000
"Washington, IN Micro Area",310M500US47780,33120,9699,18392,5029,29.3,55.5,15.2,130000,32156,9303,18273,4580,28.9,56.8,14.2,103400,Washington, IN, Micro,47780,9.8,0.65,4.26,3.0,1.0,-1.2999999999999972,0.40000000000000213,449,119,396,964,25.73,26600
"Washington, NC Micro Area",310M500US47820,47168,9608,26547,11013,20.4,56.3,23.3,132800,47587,10217,27821,9549,21.5,58.5,20.1,116600,Washington, NC, Micro,47820,15.33,-4.58,-5.96,-0.88,3.1999999999999993,-2.200000000000003,-1.1000000000000014,1464,-1274,-609,-419,13.89,16200
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",310M500US47900,6196585,1427108,3983449,786028,23.0,64.3,12.7,424000,5863608,1378476,3859082,626050,23.5,65.8,10.7,373300,Washington-Arlington-Alexandria, DC,-VA-MD,47900,25.55,3.22,3.53,5.68,2.0,-1.5,-0.5,159978,124367,48632,332977,13.58,50700
"Washington Court House, OH Micro Area",310M500US47920,28620,6769,16892,4959,23.7,59.0,17.3,113500,28875,7003,17331,4541,24.3,60.0,15.7,107800,Washington Court House, OH, Micro,47920,9.21,-2.53,-3.34,-0.88,1.6000000000000014,-1.0,-0.6000000000000014,418,-439,-234,-255,5.29,5700
"North Wilkesboro, NC Micro Area",310M500US35900,68469,14094,40007,14368,20.6,58.4,21.0,126300,69093,15088,41104,12901,21.8,59.5,18.7,110500,North Wilkesboro, NC, Micro,35900,11.37,-2.67,-6.59,-0.9,2.3000000000000007,-1.1000000000000014,-1.1999999999999993,1467,-1097,-994,-624,14.3,15800
"Norwalk, OH Micro Area",310M500US35940,58339,14191,34402,9746,24.3,59.0,16.7,124600,59186,15046,35611,8529,25.4,60.2,14.4,115600,Norwalk, OH, Micro,35940,14.27,-3.4,-5.68,-1.43,2.299999999999999,-1.2000000000000028,-1.0999999999999979,1217,-1209,-855,-847,7.79,9000
"Norwich-New London, CT Metro Area",310M500US35980,267390,52401,167568,47421,19.6,62.7,17.7,241700,274071,57409,175255,41407,20.9,63.9,15.1,247700,Norwich-New London, CT, Metro,35980,14.52,-4.39,-8.72,-2.44,2.5999999999999996,-1.1999999999999957,-1.2999999999999972,6014,-7687,-5008,-6681,-2.42,-6000
"Oneonta, NY Micro Area",310M500US36580,59972,9703,37936,12333,16.2,63.3,20.6,146400,61778,10798,40179,10801,17.5,65.0,17.5,139000,Oneonta, NY, Micro,36580,14.18,-5.58,-10.14,-2.92,3.1000000000000014,-1.7000000000000028,-1.3000000000000007,1532,-2243,-1095,-1806,5.32,7400
"Ontario, OR-ID Micro Area",310M500US36620,53672,13891,30620,9161,25.9,57.1,17.1,153100,53398,13928,31065,8405,26.1,58.2,15.7,127900,Ontario, OR,-ID Mi,36620,8.99,-1.43,-0.27,0.51,1.4000000000000021,-1.1000000000000014,-0.20000000000000284,756,-445,-37,274,19.7,25200
"Waterloo-Cedar Falls, IA Metro Area",310M500US47940,169556,37058,103975,28523,21.9,61.3,16.8,149500,168831,36744,106549,25538,21.8,63.1,15.1,129300,Waterloo-Cedar Falls, IA, Metro,47940,11.69,-2.42,0.85,0.43,1.700000000000001,-1.8000000000000043,0.09999999999999787,2985,-2574,314,725,15.62,20200
"Watertown, SD Micro Area",310M500US47980,34051,8578,19775,5698,25.2,58.1,16.7,171800,27598,6817,16625,4156,24.7,60.2,15.1,138500,Watertown, SD, Micro,47980,37.1,18.95,25.83,23.38,1.5999999999999996,-2.1000000000000014,0.5,1542,3150,1761,6453,24.04,33300
"Watertown-Fort Atkinson, WI Micro Area",310M500US48020,84701,18124,52667,13910,21.4,62.2,16.4,190400,84201,19371,53104,11726,23.0,63.1,13.9,174600,Watertown-Fort Atkinson, WI, Micro,48020,18.63,-0.82,-6.44,0.59,2.4999999999999982,-0.8999999999999986,-1.6000000000000014,2184,-437,-1247,500,9.05,15800
"Watertown-Fort Drum, NY Metro Area",310M500US48060,112842,27282,70637,14923,24.2,62.6,13.2,149900,118885,30023,75187,13675,25.3,63.2,11.5,135200,Watertown-Fort Drum, NY, Metro,48060,9.13,-6.05,-9.13,-5.08,1.6999999999999993,-0.6000000000000014,-1.1000000000000014,1248,-4550,-2741,-6043,10.87,14700
"Wauchula, FL Micro Area",310M500US48100,27131,7111,15735,4285,26.2,58.0,15.8,83400,27549,7603,16068,3878,27.6,58.3,14.1,84200,Wauchula, FL, Micro,48100,10.5,-2.07,-6.47,-1.52,1.700000000000001,-0.29999999999999716,-1.4000000000000021,407,-333,-492,-418,-0.95,-800
"Waycross, GA Micro Area",310M500US48180,54843,13213,32388,9242,24.1,59.1,16.9,90400,54775,13287,33142,8346,24.3,60.5,15.2,81000,Waycross, GA, Micro,48180,10.74,-2.28,-0.56,0.12,1.6999999999999993,-1.3999999999999986,-0.1999999999999993,896,-754,-74,68,11.6,9400
"Weatherford, OK Micro Area",310M500US48220,29152,7364,17875,3913,25.3,61.3,13.4,142500,28506,6813,17982,3711,23.9,63.1,13.0,115100,Weatherford, OK, Micro,48220,5.44,-0.6,8.09,2.27,0.40000000000000036,-1.8000000000000043,1.4000000000000021,202,-107,551,646,23.81,27400
"Weirton-Steubenville, WV-OH Metro Area",310M500US48260,118213,22378,70129,25706,18.9,59.3,21.7,93000,122666,23994,74981,23691,19.6,61.1,19.3,85300,Weirton-Steubenville, WV,-OH Me,48260,8.51,-6.47,-6.74,-3.63,2.3999999999999986,-1.8000000000000043,-0.7000000000000028,2015,-4852,-1616,-4453,9.03,7700
"Wenatchee, WA Metro Area",310M500US48300,118252,29085,67761,21406,24.6,57.3,18.1,284100,112847,28609,66474,17764,25.4,58.9,15.7,227900,Wenatchee, WA, Metro,48300,20.5,1.94,1.66,4.79,2.400000000000002,-1.6000000000000014,-0.7999999999999972,3642,1287,476,5405,24.66,56200
"West Plains, MO Micro Area",310M500US48460,40104,9600,22653,7851,23.9,56.5,19.6,112200,40469,9965,23298,7206,24.6,57.6,17.8,99600,West Plains, MO, Micro,48460,8.95,-2.77,-3.66,-0.9,1.8000000000000007,-1.1000000000000014,-0.7000000000000028,645,-645,-365,-365,12.65,12600
"Wheeling, WV-OH Metro Area",310M500US48540,141475,27089,84926,29460,19.1,60.0,20.8,109300,146465,28598,91011,26856,19.5,62.1,18.3,92600,Wheeling, WV,-OH Me,48540,9.7,-6.69,-5.28,-3.41,2.5,-2.1000000000000014,-0.3999999999999986,2604,-6085,-1509,-4990,18.03,16700
"Wichita, KS Metro Area",310M500US48620,637690,164203,380690,92797,25.7,59.7,14.6,139000,636095,168990,386100,81005,26.6,60.7,12.7,122800,Wichita, KS, Metro,48620,14.56,-1.4,-2.83,0.25,1.9000000000000004,-1.0,-0.9000000000000021,11792,-5410,-4787,1595,13.19,16200
"Wichita Falls, TX Metro Area",310M500US48660,150715,33451,94146,23118,22.2,62.5,15.3,102300,151202,34509,95514,21179,22.8,63.2,14.0,89000,Wichita Falls, TX, Metro,48660,9.16,-1.43,-3.07,-0.32,1.3000000000000007,-0.7000000000000028,-0.6000000000000014,1939,-1368,-1058,-487,14.94,13300
"Williamsport, PA Metro Area",310M500US48700,114330,23461,69116,21753,20.5,60.5,19.0,155800,116676,24107,72900,19669,20.7,62.5,16.9,134600,Williamsport, PA, Metro,48700,10.6,-5.19,-2.68,-2.01,2.1000000000000014,-2.0,-0.1999999999999993,2084,-3784,-646,-2346,15.75,21200
"Williston, ND Micro Area",310M500US48780,35208,9880,22123,3205,28.1,62.8,9.1,247400,27066,6597,17344,3125,24.4,64.1,11.5,174200,Williston, ND, Micro,48780,2.56,27.55,49.77,30.08,-2.4000000000000004,-1.2999999999999972,3.700000000000003,80,4779,3283,8142,42.02,73200
"Willmar, MN Micro Area",310M500US48820,42841,10447,24540,7854,24.4,57.3,18.3,168900,42316,10047,25131,7138,23.7,59.4,16.9,162000,Willmar, MN, Micro,48820,10.03,-2.35,3.98,1.24,1.4000000000000021,-2.1000000000000014,0.6999999999999993,716,-591,400,525,4.26,6900
"Wilmington, NC Metro Area",310M500US48900,288337,56149,182216,49972,19.5,63.2,17.3,233500,263804,53512,170626,39666,20.3,64.7,15.0,199000,Wilmington, NC, Metro,48900,25.98,6.79,4.93,9.3,2.3000000000000007,-1.5,-0.8000000000000007,10306,11590,2637,24533,17.34,34500
"Wilmington, OH Micro Area",310M500US48940,41957,9799,25207,6951,23.4,60.1,16.6,128400,41871,10243,25650,5978,24.5,61.3,14.3,118300,Wilmington, OH, Micro,48940,16.28,-1.73,-4.33,0.21,2.3000000000000007,-1.1999999999999957,-1.1000000000000014,973,-443,-444,86,8.54,10100
"Wilson, NC Micro Area",310M500US48980,81435,18832,48374,14229,23.1,59.4,17.5,123600,81499,19621,49285,12593,24.1,60.5,15.5,114700,Wilson, NC, Micro,48980,12.99,-1.85,-4.02,-0.08,2.0,-1.1000000000000014,-1.0,1636,-911,-789,-64,7.76,8900
"Winchester, VA-WV Metro Area",310M500US49020,137621,30815,82776,24030,22.4,60.1,17.5,232000,131082,30557,81300,19225,23.3,62.0,14.7,204300,Winchester, VA,-WV Me,49020,24.99,1.82,0.84,4.99,2.8000000000000007,-1.8999999999999986,-0.9000000000000021,4805,1476,258,6539,13.56,27700
"Winnemucca, NV Micro Area",310M500US49080,16828,4561,10008,2259,27.1,59.5,13.4,180600,17003,4758,10595,1650,28.0,62.3,9.7,152900,Winnemucca, NV, Micro,49080,36.91,-5.54,-4.14,-1.03,3.700000000000001,-2.799999999999997,-0.8999999999999986,609,-587,-197,-175,18.12,27700
"Winona, MN Micro Area",310M500US49100,50725,9161,33233,8331,18.1,65.5,16.4,167300,51285,9558,34429,7298,18.6,67.1,14.2,154700,Winona, MN, Micro,49100,14.15,-3.47,-4.15,-1.09,2.1999999999999993,-1.5999999999999943,-0.5,1033,-1196,-397,-560,8.14,12600
"Winston-Salem, NC Metro Area",310M500US49180,666216,149491,403576,113149,22.4,60.6,17.0,152400,648045,151707,399876,96462,23.4,61.7,14.9,141900,Winston-Salem, NC, Metro,49180,17.3,0.93,-1.46,2.8,2.0999999999999996,-1.1000000000000014,-1.0,16687,3700,-2216,18171,7.4,10500
"Wisconsin Rapids-Marshfield, WI Micro Area",310M500US49220,73112,15817,42592,14703,21.6,58.3,20.1,131900,74261,16521,44577,13163,22.2,60.0,17.7,120000,Wisconsin Rapids-Marshfield, WI, Micro,49220,11.7,-4.45,-4.26,-1.55,2.400000000000002,-1.7000000000000028,-0.5999999999999979,1540,-1985,-704,-1149,9.92,11900
"Woodward, OK Micro Area",310M500US49260,24742,6161,14569,4012,24.9,58.9,16.2,120200,20697,5163,12683,2851,24.9,61.3,13.8,108700,Woodward, OK, Micro,49260,40.72,14.87,19.33,19.54,2.3999999999999986,-2.3999999999999986,0.0,1161,1886,998,4045,10.58,11500
"Wooster, OH Micro Area",310M500US49300,116099,28315,67673,20111,24.4,58.3,17.3,148900,114978,28693,68621,17664,25.0,59.7,15.4,135300,Wooster, OH, Micro,49300,13.85,-1.38,-1.32,0.97,1.9000000000000004,-1.4000000000000057,-0.6000000000000014,2447,-948,-378,1121,10.05,13600
"Worcester, MA-CT Metro Area",310M500US49340,941338,198981,597617,144740,21.1,63.5,15.4,269600,924722,207597,592869,124256,22.4,64.1,13.4,247200,Worcester, MA,-CT Me,49340,16.49,0.8,-4.15,1.8,2.0,-0.5999999999999943,-1.2999999999999972,20484,4748,-8616,16616,9.06,22400
"Worthington, MN Micro Area",310M500US49380,21734,5905,12341,3488,27.2,56.8,16.0,127100,21589,5613,12650,3326,26.0,58.6,15.4,107300,Worthington, MN, Micro,49380,4.87,-2.44,5.2,0.67,0.5999999999999996,-1.8000000000000043,1.1999999999999993,162,-309,292,145,18.45,19800
"Yakima, WA Metro Area",310M500US49420,249697,74343,141616,33738,29.8,56.7,13.5,175900,246402,74195,142365,29842,30.1,57.8,12.1,157900,Yakima, WA, Metro,49420,13.06,-0.53,0.2,1.34,1.4000000000000004,-1.0999999999999943,-0.3000000000000007,3896,-749,148,3295,11.4,18000
"Yankton, SD Micro Area",310M500US49460,22717,4812,13727,4178,21.2,60.4,18.4,148300,22580,4909,13957,3714,21.7,61.8,16.4,125300,Yankton, SD, Micro,49460,12.49,-1.65,-1.98,0.61,2.0,-1.3999999999999986,-0.5,464,-230,-97,137,18.36,23000
"York-Hanover, PA Metro Area",310M500US49620,445565,98757,270784,76024,22.2,60.8,17.1,177100,438052,100153,272404,65495,22.9,62.2,15.0,170900,York-Hanover, PA, Metro,49620,16.08,-0.59,-1.39,1.72,2.1000000000000014,-1.4000000000000057,-0.6999999999999993,10529,-1620,-1396,7513,3.63,6200
"Youngstown-Warren-Boardman, OH-PA Metro Area",310M500US49660,541846,109595,319562,112689,20.2,59.0,20.8,107700,559144,118200,337552,103392,21.1,60.4,18.5,98600,Youngstown-Warren-Boardman, OH,-PA Me,49660,8.99,-5.33,-7.28,-3.09,2.3000000000000007,-1.3999999999999986,-0.9000000000000021,9297,-17990,-8605,-17298,9.23,9100
"Yuba City, CA Metro Area",310M500US49700,172469,46137,102539,23793,26.8,59.5,13.8,268700,168126,46314,100867,20945,27.5,60.0,12.5,179100,Yuba City, CA, Metro,49700,13.6,1.66,-0.38,2.58,1.3000000000000007,-0.5,-0.6999999999999993,2848,1672,-177,4343,50.03,89600
"Yuma, AZ Metro Area",310M500US49740,209468,53228,117540,38700,25.4,56.1,18.5,127900,201453,54302,114182,32969,27.0,56.7,16.4,113500,Yuma, AZ, Metro,49740,17.38,2.94,-1.98,3.98,2.1000000000000014,-0.6000000000000014,-1.6000000000000014,5731,3358,-1074,8015,12.69,14400
"Zanesville, OH Micro Area",310M500US49780,86131,19718,51376,15037,22.9,59.6,17.5,120200,85947,20263,52026,13658,23.6,60.5,15.9,106300,Zanesville, OH, Micro,49780,10.1,-1.25,-2.69,0.21,1.5999999999999996,-0.8999999999999986,-0.7000000000000028,1379,-650,-545,184,13.08,13900
"Zapata, TX Micro Area",310M500US49820,14304,4796,7533,1975,33.5,52.7,13.8,77800,14231,4812,7853,1566,33.8,55.2,11.0,54000,Zapata, TX, Micro,49820,26.12,-4.07,-0.33,0.51,2.8000000000000007,-2.5,-0.29999999999999716,409,-320,-16,73,44.07,23800
"Opelousas, LA Micro Area",310M500US36660,83172,22320,47745,13107,26.8,57.4,15.8,108400,83518,22474,49248,11796,26.9,59.0,14.1,88700,Opelousas, LA, Micro,36660,11.11,-3.05,-0.69,-0.41,1.700000000000001,-1.6000000000000014,-0.09999999999999787,1311,-1503,-154,-346,22.21,19700
